회사명,면접질문,면접답변 혹은 면접느낌,subjects
롯데이노베이트(주),"['자기소개서 위주 내용이였고, 해당 직무관련해서 아는 지식에 대해 질문']","사실그대로 아는거는 아는대로, 모르면 모른다하였음. 솔직하면서 어필해야함 ""수시채용이였고 자기소개서 위주로 면접 진행하였습니다. 압박면접은 없었습니 다."" 합격 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),"['1. 팀장을 하면서 어려웠던점?', '2. 커닝을 한적이 있는가?', '3. 팀원이 맡고있는 일이 아닌 다른 것을 하고 싶어할 때 어떻게 하겠는가?', '4. 좋아하는 것과 잘하는 것의 차이']","1. 팀원간의 의견조율이 어려웠던 것 같습니다. 2. 있습니다. 초등학교때 친구들과 하였는데 추억으로 남아있습니다. 3. 먼저 본인이 하고 싶은 것을 해보게 한 후 다른 팀원들에게 피드백을 받고, 계속 하고 싶은지 물어볼 것 같습니다. 4. 좋아하는 것은 내가 하고 싶은 것이고, 잘하는것은 내가 그 분야에서 특출나게 남들보다 뛰어난 것을 말한다고 생각합니다. 채용방식 인/적성검사, 개인면접",{}
롯데이노베이트(주),"['자기소개', '토론', '직무관련질문', '부당한일을 시킨다면?', '야근에 대해서 어떤 생각']","자기소개하고 직무관련질문 답했어요 부당한일이나 야근관련은 최대한 긍정적으로 수용할 수 있는 쪽으로 답변했어요 채용방식 인/적성검사, 그룹면접, 토론면접",{}
롯데이노베이트(주),"['학교생활에 대해서 가장 많이 물어봤으며, 지원목적에 대해서 구체적으로 물어봅니다.']","정확하게 기억은 나지 않지만, 어학연수, 인턴경험, 학교 동아리 활동에 대해서 이야기 하였습니다. ""면접은 인적성, pt면접,토론면접,임원면접을 하루에 다 진행합니다."" 합격 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),['회식자리에 관련한 질문을 많이 했음 토의가 제일 어려웠던 걸로 기억함'],"토의에서 망쳤고 나머지 두개는 분위기도 좋고 대답도 아주 잘했음 반응을 잘해주심 채용방식 인/적성검사, 스킬테스트, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['창의적으로 일을 해결한 경험, 리더의 경험에다가 매우까다롭고 꼬리질문이 많이 들어왔습니다']","대외홯동 경험 이야기했슨다 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['어려운 질문은 없고, 상식적인 선에서의 질문이 많음']",최대한 말 잘 듣는 이미지를 심어주는 게 좋음.. 튀는 걸 선호하지 않는 듯 함,{}
롯데이노베이트(주),"['갈등을 겪었었나? 프로젝트 내용, 4차산업혁명에 대해 이야기 했음.']","있었다. 잘 극복했다. 프로젝트 내용을 잘 설명하지 못했다. 채용방식 토론면접, 개인면접",{}
롯데이노베이트(주),"['임원면접 - 여행은 즉흥적으로 가는가 계획적으로 가는가', '기술면접 - 최근 흥미가 있는 신기술은 무엇인가']",1. 편하게 대답했다. 정답은 없는 듯. 분위기와 태도를 보는 듯. 2. 공부해간 신기술에 대해 설명했다.,{}
롯데이노베이트(주),"['기술에 대해서 상세하게 물어보는 편입니다. 프로젝트에서 왜 이러한 걸 사용했는지에 대답하여야 합', '니다.']","mssql을 사용한 이유는 당시 회사에서 라이센스가 있었기 때문이라고 설명했습니다. 채용방식 필기시험, 그룹면접, 토론면접",{}
롯데이노베이트(주),"['1. 주변사람에게 돈을 꿔주고 못 돌려받은 경험이 있는지? 있다면 어떻게 대처 하였는지?', '2. 같이 일하기 싫은 사람은?']","1. 있다. 당시에는 돈의 액수를 떠나 친구를 잃고 화가 많이 났었지만 이 일을 계기로 주변사람과의 돈 관계를 신중히 생각하게 되었다. 그 친구와는 연락은 안하고 있는 상태다. 먼저 연락이 오면 받을 수는 있다. 2. 신뢰를 잃은 사람. 채용방식 스킬테스트, 개인면접",{}
롯데이노베이트(주),"['1분 자기소개', '프로젝트에서 본인의 역할', '어려웠던 점', '도전적인 경험', '장단점']","저의 프로젝트 경험과 성격에 따라 적절하게 답변하였습니다 채용방식 필기시험, 인/적성검사, 그룹면접, 토론면접, 개인면접 ""하루동안 필기, 토론, 역량, 임원(인성)면접이 모두 진행되었습니다. 토론 면접은 6 명이 들어갔고, 주어진 주제로 토론을 합니다. 역량면접은 1(지원자):2(면접관)입니 다. 인성면접은 4:2로 진행되었습니다. 분위기를 편안하게 해주시며 이야기를 끌어내 려고 하셨습니다"" 대기중 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),"['토론면접, 자기소개, 도전경험, 개발경험 등']","클라우드, IOT 채용방식 인/적성검사, 토론면접, 개인면접",{}
롯데이노베이트(주),['높은 목표를 잡고 그것을 달성하기 위해 노력했던 경험이 있는지'],"저의 수험생활에 대해 이야기하였습니다. 채용방식 인/적성검사, 개인면접",{}
롯데이노베이트(주),"['어떤 상황에서 퇴사할건지', '경험 물어본 후에 과거로 돌아가면 어떻게 대처할 것인지', '멘토가 있다고 하니까 그 멘토는 어떤 사람인지 구체적으로 설명해보세요']","퇴사 안할것. 과거로 돌아가면 상사의 의견을 따르고 메뉴얼대로 행동하겠습니다 당황해서 서술만함 채용방식 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['팀 프로젝트를 진행하며 원하는 방향으로 이뤄지게 됬을때 어떻게 반응하셨나요.', '채용방식', '인/적성검사, 개인면접, 기타', '발표시기', '30일 후', '""인턴의 경우에는 면접과 인적성이 같은날 이뤄지더군요. 면접은 협업위주로 경험', '을 많이 물으셨어요.""', '대기중', '보통', '도움이 돼요 1']",,{}
롯데이노베이트(주),"['살면서 반드시 해야할 일 / 하지 말아야 할 일', '롯데하면 떠오르는 것']","자신감을 유동적으로 유지하는 것/자책을 심하게 하지 않는 것 롯데백화점 채용방식 필기시험, 토론면접, 개인면접",{}
롯데이노베이트(주),"['성과를 얻었던 프로젝트가 있었나?', '사용한 언어는?']","기억이 잘 안난다 java기반의 spring 채용방식 스킬테스트, 토론면접, 개인면접",{}
롯데이노베이트(주),['일과 가정 중에 어떤 거를 우선으로 여기는지?'],"가정 ""서류 통과하면 엘텝보고 통과하면 원데이 면접을 봅니다."" 대기중 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),['1분 자기소개와 가장 존경하는 사람은 누구입니까?'],"평상시 존경했던 분과 그이유에 대해 답함 ""원데이 면접이었고 오전에 탑싯보고 오후에 토론 역량 인성"" 대기중 긍정적 (주)액션파워 Back-end Engineer (경력 5년 이상) 4 ~ 15년, node.js, Docker, Kubernetes, firebase 합격보상 200만원  (주)트레드링스 Back-end 개발 상시 채용 경력무관, java, Spring, SQL, java spring 백엔드  리디(주) 백엔드 7 ~ 12년, 합 액 3000억원 이상 오진상사(주) 포지션 10개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  96 97 98 99 100 신고하기 도움이 돼요 0",{}
롯데이노베이트(주),"['우리회사에 지원한 이유가 뭐냐?', '학교에서 맡은 프로젝트 간단히 설명해달라']","여기에 학교 선배 동기들이 많이 다니고, 평이 좋다고 하여 지원하게 되었다..",{}
롯데이노베이트(주),"['역량은 본인 프로젝트에 대해 잘 알아가시면 좋습니다.', '주로 프로젝트를 하며 어떤 경험을 했는지가 주를 이룹니다', '그룹면접은 토론 면접으로 어떤 주제가 나오는지입니다', '임원 면접은 편하게 해주시려고 하는 모습이 많이 보이고 주고 회사내에서의 동발상황이나 회사생활에', '대한 질문을 합니다']","역량 - 대학원생활 하면서 쓴 논문 및 프로젝트 설명 그룹 - 주제에 맞는 이야기를 두세번정도 함 임원 - 첫 질문이 자주와서 당황했으나 나름 속으로 많이 생각해서 대답함 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['정말 긴장 풀어주려고 잘해주십니다.', '프로젝트 뭐 진행했는지 -> 무슨 의도로 주제선정 했는지? -> 어려운점 없었는지?', '취미가 00인데 얼마나 잘 하는지? -> 취미관련 동호회 인원은 몇인지? -> 운영하며 불편한 점은 없었는', '지?', '식의 꼬리질문으로 들어감']","묻는 질물에 경험기반으로 얘기함 하지만 편한 분위기여서 그런지 원하는 질문이 안나와서 그런지 역량 어필 못하고 경험 위주로 서술해 서 끌려만 다녔던것 같음 채용방식 필기시험, 인/적성검사, 토론면접, 개인면접",{}
롯데이노베이트(주),"['프로젝트 경험, 힘들었던 점, 갈등이 있었던 점, 도전적이었던 경험 등등']","프로젝트에서 내가 한 부분, 갈등 해결해나간 과정, 프로젝트 외의 경험과 느낀점 얘기함 채용방식 그룹면접, 토론면접, 개인면접 ""오전에 탑씻보고 오후에 임원-역량-토론 순으로 봄 많이 들어주려고 해서 편안한 분위기에서 볼 수 있었음 자신의 경험에 대해서 꾸밈없이 잘 얘기한다면 될듯 면접도 대기시간 길지않고 착착 진행돼서 시간 금방감 굳"" 대기중 긍정적 액 3000억원 이상 한화비전(주) 포지션 22개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 97 98 99 100 101 신고하기 도움이 돼요 0",{}
롯데이노베이트(주),['서류 및 자소서에 작성한 내용을 토대로 개발 프로젝트에 관한 질문'],"프로젝트에 대한 포괄적인 내용과 핵심으로 생각하며 개발했던 부분을 설명 답변에 대한 연관 질문을 통해 내용을 제대로 알고 했는지 파악하는 듯한 추가 질문 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접, 워크숍",{}
롯데이노베이트(주),"['기본 전공과 말만잘하면 합격각입니다. 잘보십시오 홧팅 30자', '발표시기', '12일 후', '대기중', '보통', '도움이 돼요 0']",,{}
롯데이노베이트(주),"['실무면접 - 프로젝트를 진행하면서 어려웠던점, 극복과정']","팀원들의 참여도와 그걸 이끌어나가기위한 노력, 결과 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['자소서 기준으로 프로젝트경험 및 소통을 중심으로 질문', '임원면접의 경우, 전공외에 가질수있는 취미나 특기질문']","솔직하게 답변하는게 정답인듯. 취미는 너무 전공적인것 말고 최대한 즐길수있는걸로 채용방식 인/적성검사, 케이스 면접, 그룹면접, 토론면접, 개인면접 ""하루에 인적성,토론면접,역량면접,임원면접을 전부거침 인적성은 정말못보지만않으면 될거같고 역량과 임원면접이 중요비중을 차지하는 듯하다."" 합격 보통 도움이 돼요 0",{}
롯데이노베이트(주),"['자소서에 쓴 것들 위주 질문.', '또 다른 팀 프로젝트 경험, 문제 발생, 해결 경험', '요즘 관련있는 IT 이슈']","학교에서 진행한 팀프로젝트에 대해 요약하여 말하면, 그것에 대해 계속해서 꼬리질문을 합니다. 그래서 거짓말하게 되면 다 들통나지 않을까 싶습니다. IT이슈에는 인공지능과 관련하여 답하였습니다 채용방식 인/적성검사, 개인면접 ""아침 9시까지 가산디지털단지쪽에 있는 롯데정보통신 본사에 모이고, 강당같은 곳에서 출석체크비슷하게 하고, 오전반, 오후반으로 나뉩니다. 저는 오전에 면접을 봤고, 오후에는 엘탭을 봤습니다. 면접관은 남, 여 두분이었고, 분위기를 편하게 해주시려는 모습이 보였습니다. 면접은 총 40분으로 진행되었고 혼자 들어갔습니다."" 불합격 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),"['기술면접은 다대일로 전날한 과제와 경력 중심으로 질문', '인성면접은 다대다로 학교 자격증 경력등 위주로 질문']","경험기반으로 질문에 맞게 답변함................ 채용방식 스킬테스트, PT면접, 그룹면접",{}
롯데이노베이트(주),"['협력하여 진행한 프로젝트중 가장 힘든것, 본회사 입사하기위해 열정을 다해 어떤것을 노력했나, 프로', '젝트관련질문', '채용방식', '인/적성검사', '발표시기', '7일 후', '""역량면접으로 진행되었고 편안한 분위기로 진행되었습니다. 3대 1로 진행되었으', '며 대기시간이 매우길었습니다.', '면접비 나옴""', '불합격', '보통', '도움이 돼요 0']",,{}
롯데이노베이트(주),"['지원동기가 무엇인가요? 집이 먼데 다닐수있나요?? 자기 어필해보쇠요', '채용방식', '개인면접', '발표시기', '30일 후', '합격', '보통', '도움이 돼요 0']",,{}
롯데이노베이트(주),['차와 집 중 무엇을 먼저 살 것인가? 차에 관심이 있는가?'],"차.. 채용방식 인/적성검사, 스킬테스트, PT면접, 개인면접",{}
롯데이노베이트(주),"['최근에 읽은 책에대해 물어보셨음', '역량에서는 어떤 경험했는지 위주로']","최근에 읽은 책이 없어서 처음에 답변 못함 ㅠㅠ 채용방식 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['대학 생활 중 가장 보람있던 경험?', '동아리의 주량이 어떻게 되는지?']",,{}
롯데이노베이트(주),"['과거 수행 프로젝트에 대하여 질문하였고, 질문에 따른 꼬리물기 질문이 이어졌음', '채용방식', '개인면접', '발표시기', '10일 후', '""1회 인터뷰 후 채용되었음. 면접관은 두명이었음""', '합격', '보통', '도움이 돼요 0']",,{}
롯데이노베이트(주),"['자사에 관한 최근에 읽은 기사는?', '공모전에는 하나도 안나갔네요 왜 안나갔어요?']","카카오 스플렁크와 사업협약 한 기사 채용방식 필기시험, 인/적성검사, 그룹면접, 개인면접 ""인성면접 - 자소서가 아닌 자기소개서 기반으로 질문이 이어짐 역량면접 - 자기소개 + 자소서에 관한 질문, 대체로 편안한 분위기라는데 면접관에 따라 다른듯 토론면접 - 주제를 주고 찬반이라기 보단 하나의 협의안을 도출해 내는 토론"" 불합격 부정적 도움이 돼요 0",{}
롯데이노베이트(주),"['프로젝트 경험 질문이 많았습니다. 자신이 한 프로젝트에 대해 이야기하면 됩니다. 프로젝트 경험에서', '깨달은 것도 강조하는 게 좋을 것 같습니다. 프로젝트 세세한 설명이 저는 너무 길게 해서 감점이 아니', '었을까 싶습니다.']","추가로 인성면접 때 자소서 보고 질문 많이 하는 편입니다. 자소서에 자주 쓴 단어 한번 더 체크해보는 게 좋습니다. 프로젝트 경험 질문은 그냥 프로젝트 내용 얘기해서 어렵진 않았습니다. 채용방식 인/적성검사, 스킬테스트, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['살면서 가장 힘들었던 경험?', '어떻게 이겨냈는지?', '취미는 무엇인지?', '채용방식', '인/적성검사, 그룹면접, 토론면접, 개인면접', '발표시기', '30일 후', '""토론면접 실무진면접 경영진면접이 있었습니다. 실무진면접의 경우 프로젝트경험', '을 주로 물어보았습니다.""', '합격', '보통', '도움이 돼요 1']",,{}
롯데이노베이트(주),"['프로젝트를 하면서 어려웠던 경험', '갈등을 해결한 경험']","욕심과 실제 능력 차이 교수님과의 갈등 채용방식 인/적성검사, 개인면접",{}
롯데이노베이트(주),"['자기소개, 입사후 포부. 사회이슈에 대한 본인의견. 프로젝트 지연시 대책 여부. 동아리/대학생활 등.']","준비해둔 데로 답변함. 대체적으로 무난무난한 질문과 답변이었음. 채용방식 인/적성검사, 그룹면접, 개인면접",{}
롯데이노베이트(주),"['개인적으로 여행한 곳의 경험에 대해 물어보았으며 그곳에서 있던 일 위주로 설명하는 것이있었고 자', '기소개를 요청받아 짧게 진행했습니다.']","중국여행중에 친구와 트러블있던 경험을 이야기 했으며 어떻게 해결했는지 대답했습니다. pt발표중에는 아이티기술을 이용한 서비스에 대해 발표했습니다. 채용방식 PT면접, 그룹면접, 개인면접",{}
롯데이노베이트(주),"['학부 시절 프로젝트 위주의 질문', '리더로서 어떻게 팀을 이끌었고 그에 따른 위기 대처 능력']","""면접 일주일 전에 서류 합격 연락이 왔고 하루 안에 면접과 인적성 검사가 모두 이루어짐 대략 150명 정도의 모든 분야의 지원자들이 있었고 절반씩 나누어 오전에 절반은 면접을 절반은 인적성을 실시"" 액 3000억원 이상 (주)교원 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  106 107 108 109 110 면접결과 면접경험 신고하기 사실대로 말씀 드렸고 있는 그대로를 말하는 것이 중요한 것 같아서 그렇게 했다. 채용방식 인/적성검사, 개인면접",{}
롯데이노베이트(주),"['인성면접은 주로 인성에 관한것들을 물어봄 자기소개로 시작하여 자기소개했던것에 대한 질문들 대학', '시절 가장 중요하게 생각했던건들..', '기술면접은 코딩 했던것을 토대로 ppt를 작성했고, 사용한 기술들에 대해 꼬리무는 질문들이 이어짐']","인성 면접 : 자기소개같은거 할때 기술적인것보다는 정말 인성적인거, 취미생활을 주로하는것을 추천.. 운동 좋아한다고 하니 좋아하는팀 어디냐..등등 나한테만 이런질문들이 많아짐 기술 면접 : 2일동안 코딩할때 사용했던 기술들을 주로 질문많이함. 2일동안 코딩할때 사용할수있는 기 술들만 사용하는것을 추천.. 괜히 모르는 기술 사용하면 곤란함 채용방식 인/적성검사, 스킬테스트, PT면접, 그룹면접, 개인면접 ""스펙타클 프로그래밍 분야는 2일간 역량면접을 위한 코딩을 하고 1일차에 임성면 접과 2일간 코딩했던것으로 기술면접을보았음"" 대기중 긍정적 도움이 돼요 3",{}
롯데이노베이트(주),['입사한후에 어떠한 상황이 되면 회사에서 퇴사할것인가'],"팀원들과 불화가 생겼는데 대화로 도저히 해결이 불가능해지면 퇴사할 수도 있을거 같다 채용방식 인/적성검사, 스킬테스트, PT면접, 그룹면접, 토론면접 ""서류 합격 후 면접과 시험을 하루에 모두 진행"" 대기중 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),"['가장 힘들었던 순간은?', '이 회사에 지원하게 된 이유?', '대학 시절 가장 기억에 남는 활동은?']","1. 개인사를 위주로 극복한 내용을 말했습니다. 2. 다양한 계열사를 통해서 다양한 산업에 대해서 접근 가능해서 지원했습니다. 3. 졸업 프로젝트에 대해서 설명했습니다. 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),['기존 프로젝트는 어떤어떤 경험을 했었는지..'],경험한 프로젝트 위주로 서술하였음 채용방식 그룹면접,{}
롯데이노베이트(주),['전회사에서 하였던 일에 대해서 자세히 물어봄'],"자기소개서에 따라서 상세히답함 ""서류면접 후 1차 기술 면접을 진행함."" 대기중 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),"['자기소개, 프로젝트를 하면서 가장 힘들었던 점 등']","학부때 처음 접하는 분야에 대해 프로젝트를 수행했을 때 힘들었지만 열심히 노력한 결과 얻어 가는 것이 많았다. 채용방식 스킬테스트, 개인면접",{}
롯데이노베이트(주),"['군생활간 리더십에 대한 질문', '전공 프로젝트 및 공모전에 대한 질문']",,{}
롯데이노베이트(주),"['프로젝트, 지원동기, 어려웠던 순간에 대해 답함']","졸업프로젝트 경험, 보안, 개인적인 일 채용방식 인/적성검사, PT면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['자기소개, 프로젝트 관련 질문, ~~경우 어떻게 할 건지(가치관을 알아보려는 듯), 10년 후 바라는 내모', '습, 어떤 일을 하고싶은지 등등']","소신껏 답했고, 답변을 외워서 말하려고 하기 보다 최대한 자연스럽게 저의 의견을 말하려고 하였습니 다. 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접 박은 느끼지 않았습니다. 면접 후 면접비를 받고(기프트 카드로 줍니다) 결과는 불합격 통보를 받았는데, 메 일에 각 면접 전형 별 지원자 평균과 저의 점수를 비교하는 도표를 보여줘서 제가 어 떤 부분이 강했고 약했는지를 알 수 있었고, 도움이 되었습니다. 인적성 시험도 합/ 불을 알려주는데, 저는 면접점수는 좋았지만 인적성 시험에서 탈락하였습니다."" 불합격 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),['팀프로젝트진행에있어 가장힘든부분이 무엇인가'],"미리개발명세나 프로토콜을 정하고 개발을시작해도 마지막 통합과정에서 어려움을겪게된것같다 채용방식 스킬테스트, 그룹면접",{}
롯데이노베이트(주),"['자기소개', '이전 인턴시 한 경험은 무엇인가?', '가장 도전적인 경험?', '성격의 장,단점', '남들이 꺼려하는 일에 자기가 희생한적', '마지막 할말']","인턴시 서비스 유지보수경험을 말하였는데 계속 꼬리잡기로 물어보셧습니다. 가장 도전적인 경험으로 보름동아느이 배낭여행을 답변했습니다. 성격의 장단점으로 친화력과 지나친 활발함을 말했습니다 ""면접관2, 면접자1의 구조화면접 40-50분동안 진행되며 면접관님들이 편안하게 해주시지만 질문은 날카로우며 대답이 산으로 간다 싶으면 대답을 끊습니다."" 액 3000억원 이상 씨제이올리브네트웍스(주) 포지션 49개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 111 112 113 114 115 면접결과 면접경험 신고하기 남들이 꺼려하는 일로 연구실 청소를 들었습니다. 마지막 할말은 감사합니다로 끝내엇습니다 채용방식 인/적성검사, 개인면접",{}
롯데이노베이트(주),"['인성 , 경험에 대해 주로 질문하고 사적인질문으로 친구가 몇명있냐 등 .']",솔직하게 핸드폰 카카토톡 친구 인원수로 대답 채용방식 개인면접,{}
롯데이노베이트(주),['술은 얼마나 마시나? 노래불러 봐라.'],"1병 반 정도 먹습니다. 채용방식 인/적성검사, 그룹면접, 토론면접 ""서류통과 이후 면접을 나눠서 봅니다. 토론,직무,인적성,임원 등 각 조별로 나뉘어 서 봅니다."" 불합격 부정적 도움이 돼요 0",{}
롯데이노베이트(주),"['프로젝트에 관한 질문(어떻게 진행했는지, 갈등은 없었는지 등등)']","여과없이 경험한 그대로 말했습니다. 채용방식 인/적성검사, PT면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['목표를 정하고 도전한적이 있는가? 등을 질문하고 계속 꼬리무는 식으로 질문함', '채용방식', '필기시험, 인/적성검사, 그룹면접, 토론면접, 개인면접', '발표시기', '17일 후', '불합격', '보통', '도움이 돼요 0']",,{}
롯데이노베이트(주),"['기술 면접, 임원 면접, 조별 토론.']","기술 면접은 전공지식 및 자소서 기반, 임원 면접은 인적성이랑 비슷한 느낌, 조별 토론은 별로 점수 상 관 없는 느낌. 채용방식 필기시험, 인/적성검사, 스킬테스트, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['역량면접에서 프로젝트 수행 중에 어려움을 겪었던 일과 해결 과정, 스스로의 행동을 잘 한것 같은지 등', '한 경험에 대해 자세히 물어봅니다']","자소서에 없는 경험을 물어보신 것이지만 대부분 이런 경험은 있으실 것이라 생각합니다. 차분하게 경 험한 것 말했습니다 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),['살면서 가장 힘들었던 경험은 무엇인가?'],"학업과 아르바이트를 병행하던 때 신체적 육체적으로 힘들었으나 한번 한 결정을 지키기 위해 책임감 으로 극복해냄 채용방식 인/적성검사, 개인면접",{}
롯데이노베이트(주),['살아오면서 가장 힘들었던점과 극복과정'],"자소서에 썼던내용 그대로 말했습니다 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['토론면접 - 핀테크 도입 찬성/반대를 주제로 약 20분간 토론을 진행하였습니다.', '이 외에 컨닝 해본 경험 있냐, 팀원들과 갈등 경험 등 인성 위주로 질문 하셨습니다.']","컨닝 - 해본 경험 있습니다. 하지만 지금은 하지 않는다는 식으로 말했던 것 같습니다. 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),['토론에서 찬반토론이 아닌 한가지 주제로 의견을 모으는게 어려웠습니다'],,{}
롯데이노베이트(주),['O2O 토론과제. 왜 개발하나? 기술 할줄 아는게 뭐냐 등등'],"그냥 생각나는데로 대답했는데 횡설수설이었음 채용방식 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),"['토론에서는 한가지 주제를 정해서 타협점을 찾아가는 방식이고,', '임원은 인성면접 수준의 형태입니다.', '역량은 기본적인 기술과 프로젝트 중심 질문이 쏟아집니다.']","자기소개서 기반으로 프로젝트 경험을 물어봐서 대답을 하였습니다. ""하루에 L-TAB(인적성검사)과 세가지면접(역량,토론,임원)을 동시에 봅니다."" 불합격 보통 도움이 돼요 0",{}
롯데이노베이트(주),['해당 산업군에 대한 전문적인 부분을 pt로 만들고 발표'],말씀드림 채용방식 PT면접,{}
롯데이노베이트(주),"['하고싶은일이 무엇인지?', '그일은 하지 못했을경우 어떻게 할껀지?', '가장 기쁠때, 가장 슬플 때,', '스트레스 해소법']","대답은 미리 준비해 갔던 정해진 답변도 했고, 그때 즉석으로 대처했던 답변도 있었습니다. 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
롯데이노베이트(주),['회사 지원 동기에 대해 물어보고 대답에 꼬리를 무는 방식으로 진행'],"동반 성장이 가능한가 ""하루에 인적성, 토론면접, 역량면접, 인성면접이 동시에 진행됨 조별로 나눠서 오전에 인적성을 보면 오후 면접, 오전 면접 오후 인적성 진행 역량은 2:1로 40분, 인성은 2:4로 40분, 토론은 6명이 한조"" 액 3000억원 이상 (주)교원 포지션 0개 채용 중 3 엘티삼보(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 120 121 122 123 124 면접결과 면접경험 신고하기 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접 대기중 보통 도움이 돼요 0",{}
롯데이노베이트(주),"['자기소개, 프로젝트 설명, 지원동기등이 있었습니다.']","자소서 기반으로 답변했습니다 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접 ""토론면접, 역량면접, 인성면접을 보았습니다."" 대기중 긍정적 도움이 돼요 0",{}
롯데이노베이트(주),"['1. 기술면접 : 대학교때 프로젝트 위주의 질문', '2. 임원면접 : 해당 기업관련 질문']",1. 기술면접 : 프로젝트 관련 기술적인 답변 2. 임원면접 : 사전 조사를 바탕으로 한 기업관련 답변 불합격 긍정적 도움이 돼요 0,{}
